,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Albania,3964,4,0,15,,32,8,233,,10,338,12,,0,3,226,8,,8,3,0,7,41,526,525,,0,45,0,,19,35,197,,930,27,0,135,4,5,334,,,30,0,10,48,0,,3,,50,8,,48,0,23
Algeria,825,3,,4,,120,7,11,,0,33,20,,,0,39,,0,,,8,0,18,63,13,5,0,4,,0,6,12,55,0,170,29,0,15,,3,39,,,,0,5,51,0,0,,,52,13,0,6,0,6
American Samoa,247,,10,,0,31,,0,0,0,0,3,,120,,0,0,0,4,,0,0,,0,0,0,0,0,0,,3,0,0,,,,0,0,0,,0,,0,0,0,0,11,0,,12,0,5,30,0,0,0,3
Andorra,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,106,,0,,0,3,0,3,0,0,7,,,,0,0,0,0,0,,0,0,0,35,,0,0,0,0,0,0,,15,0,11,,0,0,0,0,8,,7,0,0,0,3,0,0,0,0,,,0,0,0,1
Anguilla,35,0,0,0,0,,0,0,0,0,7,3,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,0,0,0,0,4,0,10,0,0,0,0,0,0,0,1
Antigua-Barbuda,520,,0,,0,7,0,8,,,100,25,,3,0,,0,0,0,0,,,6,10,,,,0,0,0,,0,24,,207,9,0,,0,0,13,,,,0,,11,0,55,0,0,7,4,,3,0,5
Argentina,2695,10,,25,,471,17,22,,10,968,30,,11,,31,7,,4,6,,,65,58,15,13,0,7,0,,40,,153,7,307,22,,15,9,15,41,,6,10,0,14,84,0,26,43,3,66,21,3,3,0,22
Armenia,1605,3,,10,0,1250,4,4,0,0,16,,,0,,6,0,0,0,0,,,21,47,13,,0,,0,0,25,0,16,0,91,7,3,4,0,3,17,,8,0,0,,7,0,0,,0,5,6,0,4,0,24
Aruba,44,0,0,,0,5,,0,0,0,12,,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,10,0,0,0,0,0,,,0,,0,0,,0,3,0,0,0,0,0,0,0,0
Australia,1240,7,4,32,,313,45,20,0,8,82,40,,19,6,31,4,0,3,9,6,,19,37,23,18,3,7,0,5,13,11,49,3,124,22,0,19,6,20,29,,5,7,,11,67,0,4,10,0,41,31,,9,,12
Austria,359,,,4,0,66,5,4,,4,40,7,,6,,12,,0,0,0,,,10,15,7,,,,0,,5,,21,,38,9,0,8,,7,13,,,4,0,,11,0,0,0,3,16,8,,4,0,7
Azerbaijan,997,0,,5,0,171,5,4,0,,22,12,,0,,18,4,0,3,4,0,,16,36,26,18,0,17,0,,,,10,0,438,16,,13,0,4,38,,3,0,0,,18,0,0,3,,13,58,,,0,4
Bahamas,574,,0,0,0,13,,,,5,375,31,,3,0,5,,0,,,0,0,9,3,,,,,0,0,,0,12,,33,10,0,,,0,6,,0,5,0,6,16,0,0,0,0,14,3,0,0,0,5
Bahrain,81,,0,0,0,11,,0,0,0,,3,,,0,8,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,,5,0,11,4,0,,5,0,0,,0,,0,,9,0,0,0,,8,0,0,,0,0
Bangladesh,6683,14,,33,,406,13,75,21,14,399,277,,4,,77,22,0,27,7,4,,123,91,300,34,5,18,0,7,30,5,331,5,3301,50,,35,29,15,175,,,15,,21,344,0,,7,0,277,11,0,9,0,39
Barbados,1006,5,0,6,,25,,10,4,,158,22,,5,0,3,3,0,,,3,0,27,65,3,0,0,0,0,0,0,0,58,0,501,11,0,6,,0,19,,,5,0,,13,0,6,,,27,,0,0,0,6
Belarus,1769,4,,14,,217,32,24,,,66,27,,,,106,12,,,,0,,41,81,13,77,0,15,12,4,4,4,90,3,594,19,,47,4,10,76,,5,7,,5,13,0,0,9,,28,67,0,10,0,10
Belgium,355,3,0,5,,61,3,4,0,3,43,11,,0,0,10,,0,,,5,3,5,11,11,5,,5,0,0,9,,21,,43,14,0,6,5,3,13,,,,,3,13,0,0,5,,10,,0,3,,4
Belize,918,3,0,9,,349,5,3,0,0,102,9,,3,0,73,3,0,,,,0,4,7,3,,0,5,,0,17,,15,3,189,9,0,5,4,5,5,,,4,0,6,40,0,0,4,0,10,,0,0,0,14
Benin,64,0,0,0,0,4,,3,0,,0,,,,0,0,6,0,0,0,0,0,9,,,,0,0,0,3,0,0,5,0,9,,0,,0,0,5,,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2
Bermuda,72,,0,0,0,,0,0,,0,17,5,,0,0,0,0,0,0,0,0,0,5,4,,,0,0,0,0,0,0,3,0,9,4,0,,0,0,,,,,0,4,,0,0,,,3,,0,0,0,1
Bhutan,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,1630,3,0,12,3,164,6,7,,6,220,16,,3,,31,8,,3,,,0,132,21,6,5,,3,3,,5,,41,7,130,17,0,6,3,3,13,,28,5,0,,57,0,7,11,0,601,7,0,5,0,21
Bosnia-Herzegovina,9686,26,5,364,0,395,118,100,,6,654,673,,0,158,905,138,160,14,252,11,27,48,250,430,221,,471,,69,148,227,121,,776,273,74,293,7,77,262,,5,19,50,107,276,0,,245,127,244,288,,144,0,420
Botswana,17,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,,0,0,0,0,,0,0,3,,0,0,0,0,,0,0,0,0,0,,0,0,0,0
Brazil,7028,16,6,50,11,762,43,169,6,15,2263,178,,47,11,96,27,5,15,14,6,4,131,877,50,26,4,9,0,,54,57,608,10,619,88,,43,14,21,106,,31,38,,21,185,0,6,40,3,132,47,3,12,0,45
British Virgin Islands,54,0,0,0,0,,0,0,0,0,7,4,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,8,5,0,,0,0,0,,0,0,0,0,,0,21,0,0,,0,0,0,0,1
Brunei,13,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Bulgaria,3488,5,,44,,425,45,33,9,9,338,238,,13,7,600,49,3,15,22,5,16,77,145,86,31,3,45,,6,143,8,142,,313,57,,36,8,27,88,,5,38,,11,78,0,0,15,3,107,91,0,21,,18
Burkina Faso,51,0,0,,0,4,0,,,,0,,,0,0,,,0,0,0,0,0,4,4,,,0,0,0,0,0,0,5,0,10,,0,,0,,6,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0
Burma,1486,0,,7,,617,5,8,,0,50,13,,7,,29,79,,,3,0,,42,43,4,21,0,10,,,6,,28,0,319,44,,11,,10,18,,,3,0,,12,0,,0,0,30,20,3,8,0,17
Burundi,71,0,0,8,0,4,,,,0,3,,,0,0,,0,0,,0,0,0,0,,,,0,,0,,0,0,3,0,9,5,,,,0,0,,0,0,0,4,7,0,0,0,0,3,,0,0,0,1
Cambodia,4778,10,6,31,,1451,29,46,,0,71,135,,19,,70,20,11,22,23,5,57,46,737,40,266,,25,0,4,32,29,24,,76,95,0,96,4,59,321,,78,15,,37,181,0,,58,3,117,355,,11,0,49
Cameroon,771,4,,9,,50,,,6,7,20,100,,,0,17,3,0,4,4,0,0,176,36,11,42,0,,0,,9,0,30,,45,14,,31,6,3,7,,0,,0,5,52,0,0,,0,43,4,,7,0,11
Canada,9607,47,18,301,17,1338,158,147,15,15,1509,307,,86,45,248,101,16,40,53,27,99,133,268,410,132,14,60,44,24,118,202,218,26,626,366,26,195,34,133,241,,19,112,10,89,532,0,7,86,66,221,417,8,57,16,110
Cape Verde,1126,0,0,,0,7,0,19,,0,27,6,,,0,0,0,0,0,0,0,0,,835,0,0,0,0,0,0,0,0,14,0,8,3,0,0,0,0,3,,188,0,0,0,,0,0,,0,0,,0,0,0,6
Cayman Islands,18,0,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
Central African Republic,14,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Chad,18,0,0,0,0,,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,,0,,0,0,4,0,0,,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Chile,1549,5,,15,,234,10,24,4,11,476,21,,7,,17,3,0,4,4,,,45,33,11,13,,4,0,,22,4,100,9,225,33,,5,3,12,20,,,9,0,11,36,0,13,17,,49,7,0,3,0,16
China,35387,103,7,198,27,10978,160,291,61,31,824,635,,408,30,1093,190,19,84,60,51,28,897,1545,473,219,33,164,9,36,265,87,1429,34,9150,420,6,379,67,313,1071,,57,118,8,124,1214,0,55,95,32,738,623,18,128,7,295
Colombia,15698,41,22,82,9,804,37,229,31,14,6622,415,,27,5,212,43,5,22,24,22,5,155,378,35,54,9,37,7,20,71,57,1664,18,2531,267,,61,38,21,234,,112,152,3,32,464,0,87,36,,231,71,8,16,3,150
Congo DR,229,,0,7,0,15,9,,0,,8,30,,0,0,4,5,0,0,,0,6,17,10,,3,0,5,0,,0,5,4,0,12,29,0,0,,3,8,,,,0,0,13,0,0,0,4,10,8,0,,0,3
Congo R,369,,,13,0,27,,5,0,,13,27,,0,0,12,4,,0,10,,,16,14,4,6,0,8,0,,,,6,,22,37,0,8,,3,6,,,,,5,44,0,,18,4,16,9,0,,0,3
Cook Islands,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
Costa Rica,1402,6,,23,,198,7,14,,3,417,38,,,3,17,,0,3,4,6,0,9,36,10,6,0,6,3,,24,3,134,,161,48,0,6,,8,27,,0,16,0,10,69,0,9,5,,29,10,0,4,0,19
Cote d'Ivoire,491,4,0,,,27,,5,3,,13,54,,0,0,8,4,0,0,0,0,0,53,19,13,3,0,0,0,,0,0,28,0,117,22,,10,,,28,,5,0,0,,24,0,0,0,,21,6,0,,0,8
Croatia,1623,10,0,59,,117,19,6,8,3,141,62,,,9,192,60,11,5,22,3,15,9,26,27,18,0,24,0,9,37,32,72,0,158,30,5,95,0,,42,,7,3,6,6,39,0,0,28,8,37,23,,83,,51
Cuba,21481,20,,44,,293,16,18,10,,18682,100,,10,0,59,14,,,95,24,4,30,31,44,11,3,16,0,15,248,,517,11,295,109,3,13,7,45,43,,5,21,0,23,153,0,167,,0,55,21,0,5,0,190
Cyprus,140,0,0,,,17,0,,0,0,7,3,,0,0,6,,0,0,,0,0,5,5,,,0,,0,0,3,0,21,0,43,,0,,0,0,3,,0,,0,0,7,0,0,0,0,3,3,0,,0,0
Czech Republic,122,,,0,0,23,3,,0,,16,,,,3,12,0,0,,,0,0,0,,5,3,0,3,,,4,4,,0,7,,,,0,,,,0,,0,,,0,0,0,0,,6,0,0,0,5
Czechoslovakia,614,3,4,11,,86,9,4,0,,109,20,,3,5,33,3,0,3,4,3,,10,18,9,4,,4,,0,8,8,44,,63,21,0,13,3,,17,,,7,,7,17,0,0,4,4,22,10,0,5,0,3
Denmark,199,,,6,0,44,8,,0,0,30,10,,3,,,,,0,0,0,0,6,4,0,3,0,,,0,4,,10,,10,6,0,,0,,0,,,,0,,7,0,,3,,10,9,0,,0,1
Djibouti,18,0,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
Dominica,741,,8,,,12,3,13,0,3,137,28,,,0,6,,0,,3,,,23,24,,,,,0,0,0,,44,,200,5,0,,0,0,15,,,,0,7,27,0,135,,0,11,4,0,0,,8
Dominican Republic,22165,10,22,14,,85,19,205,21,22,2651,149,,41,,68,47,,7,13,18,9,142,2284,55,12,,7,0,10,25,130,2884,,10629,184,0,74,7,4,566,,445,21,,23,93,0,836,13,0,119,28,,21,,142
Ecuador,8321,5,3,29,8,435,16,168,12,3,1338,67,,22,,258,8,,10,10,7,,79,100,12,79,3,16,0,7,23,18,1435,5,3378,146,,37,7,13,110,,18,18,0,7,109,0,14,35,,127,26,,5,5,82
Egypt,4271,9,,30,3,647,14,35,8,4,242,59,,6,,121,37,0,5,25,11,,71,94,78,64,,22,,5,30,16,804,,751,131,,96,3,12,177,,18,50,3,127,139,0,0,4,,220,26,8,9,0,46
El Salvador,13430,8,7,87,77,5483,59,26,9,101,567,195,,20,4,125,46,17,38,13,18,,700,293,20,50,,27,,48,282,14,550,7,1404,228,0,30,18,36,44,,23,12,10,31,1155,0,8,60,4,1135,69,9,15,,242
Equatorial Guinea,7,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,653,,0,5,0,123,11,,,13,11,77,,0,0,11,5,0,,0,0,,25,20,10,34,0,6,0,3,19,0,6,,19,17,0,35,,7,10,,0,0,3,3,43,0,0,,0,66,53,,0,0,6
Estonia,156,,0,,0,22,0,,0,0,23,,,,0,5,,0,0,0,0,0,4,14,3,3,0,3,0,0,0,,7,0,33,3,0,,0,3,,,,,0,0,,0,,0,0,5,9,0,,0,1
Ethiopia,5397,9,0,43,,636,152,15,,104,85,604,,4,0,103,25,,37,12,,7,417,126,48,700,3,40,0,5,159,,65,6,146,106,0,137,13,55,80,,,5,40,73,384,0,0,5,0,559,304,3,10,0,64
Fiji,1163,0,,8,0,899,,0,0,,5,9,,14,0,3,0,0,7,0,0,0,0,,3,0,0,,0,,25,0,9,,3,3,0,4,,35,0,,0,,0,0,17,0,0,7,0,3,89,,,0,6
Finland,532,3,0,10,0,69,6,7,0,0,141,38,,,0,12,0,0,0,,0,,10,29,8,10,,5,,0,,,22,4,34,10,0,9,0,4,9,,0,,,3,26,,,,0,25,14,0,3,,3
France,2449,4,3,34,3,579,30,39,,11,344,70,,21,4,33,10,,5,6,14,5,68,85,31,22,4,10,0,3,30,10,120,13,334,63,0,34,,22,57,,8,22,0,7,112,0,5,4,4,88,36,,14,,19
French Guiana,5,0,0,0,0,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,16,0,0,,0,,0,0,0,0,,,,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,0
Gabon,23,0,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,5,3,,0,0,0,0,0,0,0,,0,4,,0,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Gambia,286,0,,0,0,7,3,0,0,,6,43,,,0,,,0,,3,0,0,45,4,5,6,0,5,0,0,0,,9,,43,19,0,11,,4,5,,6,,3,,13,0,0,,0,6,19,0,4,0,1
Georgia,628,0,0,,,131,4,8,0,,15,24,,0,0,8,3,,0,,0,0,8,19,4,4,0,3,0,,4,,79,0,208,3,0,8,,5,20,,6,,0,3,8,0,,3,,7,22,,,0,3
Germany,4556,53,17,93,18,661,111,36,14,10,622,158,,38,9,136,62,7,28,49,12,11,108,102,129,38,3,50,10,9,52,43,173,35,358,134,4,101,39,47,118,,7,81,3,49,259,0,5,17,13,192,98,7,66,6,55
Ghana,4760,,,23,4,162,66,91,18,8,80,285,,6,0,155,19,,8,10,,,334,293,31,74,,9,0,4,13,11,456,,1211,134,,266,32,11,114,,19,11,,25,182,0,3,7,4,498,27,,10,0,32
Gibraltar,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,1291,,0,7,,120,12,37,4,4,84,18,,,0,104,9,0,,3,,,34,106,22,10,0,,0,4,10,16,107,3,346,31,0,23,3,3,56,,10,9,0,3,24,0,0,4,0,26,7,,8,,12
Greenland,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Grenada,781,0,,,0,11,,,,6,76,12,,,0,3,,0,,0,,0,23,7,3,0,0,0,0,,0,0,30,0,537,4,0,,,0,12,,,3,0,,12,0,4,0,0,9,,0,0,0,7
Guadeloupe,36,0,0,0,0,0,0,,0,0,12,,,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,,0,8,,0,0,0,0,,,0,0,0,,0,0,,0,0,,0,0,0,0,0
Guatemala,6551,11,10,83,20,2601,31,52,7,12,570,91,,19,7,379,32,12,18,21,20,5,173,229,10,21,,14,0,43,131,5,286,14,527,91,,24,21,33,44,,126,15,4,22,281,0,8,37,,228,37,4,14,,101
Guinea,194,0,0,,0,5,,3,0,3,5,12,,0,0,5,5,0,0,,0,0,29,9,5,5,0,0,0,0,,0,6,0,47,4,0,11,,0,13,,,,0,,4,0,0,0,0,5,5,,,0,0
Guinea-Bissau,14,0,0,0,0,3,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,3,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,7434,8,,12,0,72,5,88,15,9,947,173,,13,,23,6,0,5,,7,,169,54,16,106,0,9,0,,7,,585,4,4701,69,0,34,4,,69,,4,12,0,9,56,0,6,,,68,10,0,4,0,44
Haiti,15979,4,5,12,,90,13,286,42,8,7556,361,,19,,73,21,,4,18,7,4,150,1648,19,14,3,27,0,6,13,36,1138,4,3587,68,4,34,3,8,309,,63,9,0,24,49,0,9,,,74,22,,,0,124
Honduras,4949,13,7,32,11,613,23,21,10,8,1499,96,,19,4,91,21,,7,6,101,3,81,136,18,16,,24,0,21,41,7,321,5,737,139,,24,21,6,55,,7,27,3,23,359,0,9,16,,138,38,4,15,,66
Hong Kong,4263,12,,35,3,1789,19,20,5,,142,63,,68,3,88,13,0,7,5,3,0,62,189,28,20,4,17,,3,44,8,136,,831,63,,25,5,28,62,,6,20,0,10,166,0,13,10,,73,105,,11,3,37
Hungary,955,3,,18,,168,10,15,3,,171,17,,7,0,26,6,0,,3,,,26,22,8,3,0,6,0,0,33,8,66,4,115,29,0,29,,3,30,,3,5,0,3,32,0,0,,,31,18,5,3,0,12
Iceland,70,,0,,0,10,,,0,,13,,,0,0,,,0,0,0,0,0,4,4,0,,0,0,0,0,0,,,0,6,,0,,0,0,,,,0,0,0,,0,,0,0,5,,0,0,,4
India,47542,251,7,438,77,9356,294,613,198,26,1873,2324,,21,27,3197,409,37,196,135,87,20,1222,1429,1540,492,74,293,5,52,159,220,5946,44,4274,1230,9,1093,199,270,2068,,31,289,3,337,3302,0,23,29,23,1830,736,42,279,5,408
Indonesia,1287,,0,15,4,591,23,6,,,38,48,,14,,13,8,,,,,0,27,16,9,6,,6,,5,19,10,31,3,80,25,,15,13,24,28,,,4,0,11,66,0,,7,,36,39,,5,0,18
Iran,11363,44,5,143,8,5882,63,53,9,7,384,431,,10,11,200,44,,32,34,14,11,344,186,87,68,10,35,,6,110,15,196,26,708,159,0,97,65,66,107,,7,21,,68,577,0,,38,5,557,179,9,31,0,194
Iraq,3614,7,0,145,4,715,21,30,0,3,28,65,,,,260,15,,6,35,4,3,21,28,1171,71,,66,,48,18,18,11,10,72,8,11,20,3,17,50,,3,13,3,167,124,0,0,15,0,161,85,0,11,0,41
Ireland,1754,6,,19,,277,15,29,4,3,157,24,,6,,83,12,,,12,,,18,202,14,17,0,4,0,,12,14,110,5,433,29,,17,,8,60,,11,14,,9,26,0,0,4,,35,27,,8,,13
Israel,2905,,,33,0,694,15,19,,5,400,62,,12,,80,11,,6,8,5,0,46,104,28,13,0,11,0,0,38,3,200,4,705,30,0,55,7,15,91,,6,16,0,7,72,0,6,3,0,34,22,0,13,0,20
Italy,2769,6,0,33,,326,23,81,8,5,351,40,,7,3,98,6,,4,5,4,,40,149,65,5,,5,0,3,32,15,288,3,661,39,0,48,4,8,153,,9,10,0,10,49,0,7,11,5,62,31,5,17,0,30
Jamaica,18953,28,5,22,6,245,29,672,69,34,6367,859,,47,3,156,18,0,10,12,9,6,492,409,70,26,6,24,,6,20,13,1102,5,6653,187,,85,8,5,459,,11,37,,24,195,0,23,8,,240,35,7,31,0,168
Japan,2192,9,0,15,,768,21,10,,,96,35,,250,3,57,10,0,5,14,3,,29,30,36,10,,13,,4,41,6,93,7,235,36,0,25,5,24,21,,,14,0,9,56,0,17,9,,48,84,,7,,21
Jordan,2634,32,,39,3,525,10,14,,,158,38,,,0,274,32,0,21,23,27,0,31,37,137,19,7,17,,9,15,5,209,7,195,79,3,121,11,10,96,,,10,0,32,180,0,23,0,0,91,18,3,21,0,41
Kazakhstan,872,,,11,,112,8,3,,0,36,14,,3,4,19,,,4,,,5,29,59,13,18,,11,0,3,0,5,33,3,195,15,0,14,0,12,43,,3,0,,,21,0,,5,0,35,100,0,7,,10
Kenya,1636,14,3,9,3,164,8,9,21,8,97,141,,7,,34,17,5,21,5,3,,103,95,17,77,4,27,0,4,11,20,117,,65,75,0,39,11,8,53,,,19,0,14,161,0,,3,,54,47,0,10,0,23
Kiribati,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,17668,70,54,141,21,5682,193,65,33,8,380,708,,502,5,821,68,5,49,37,16,13,736,185,142,57,8,58,4,10,149,43,1367,19,2212,276,,122,42,115,484,,10,66,,87,534,0,103,34,6,1071,582,4,19,,248
Kuwait,903,12,4,13,,143,5,4,0,0,64,23,,,0,62,8,,6,6,8,,17,17,48,8,,6,0,3,,8,48,0,62,53,,37,7,3,18,,,7,,17,92,0,6,4,0,33,10,,12,0,15
Kyrgyzstan,246,,,,0,36,4,,0,3,8,4,,,0,,,0,,0,,0,3,12,5,6,0,4,,0,,,11,0,42,0,0,5,,6,10,,,,0,0,9,0,,3,0,7,45,0,,0,0
Laos,4114,25,29,19,43,851,26,55,,0,112,124,,40,3,156,19,28,59,15,23,,10,100,68,707,,17,,28,47,16,15,12,39,282,,75,8,37,51,,53,39,3,56,138,0,0,50,,59,90,,390,,86
Latvia,347,0,,,0,48,5,6,0,,30,5,,0,0,28,,0,,,0,,5,7,10,5,0,5,0,,,,11,,103,7,0,3,,3,10,,0,4,,0,5,0,0,,,6,12,,4,0,4
Lebanon,3393,19,0,39,5,747,12,24,,6,266,57,,,0,77,16,0,14,8,8,,46,267,560,23,,5,0,,32,37,136,,206,70,0,134,25,15,74,,14,13,0,14,200,0,,7,3,121,27,3,8,0,44
Lesotho,7,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Liberia,2193,8,0,8,,78,18,9,18,10,43,163,,5,0,25,17,4,0,5,,0,139,99,28,334,0,7,0,,,4,181,,217,139,,46,16,3,238,,104,11,0,9,64,0,,0,0,66,11,4,10,0,42
