Origin,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Bahamas,668,4,0,5,0,13,,3,,0,412,64,0,0,,12,5,,,,,0,8,9,5,3,0,0,0,0,0,0,5,0,28,13,,5,,,9,0,,4,0,5,27,0,0,0,0,6,,0,5,0
Bahrain,119,0,0,0,0,13,,0,0,0,6,3,0,0,0,9,0,0,0,0,,0,4,8,5,,0,,0,,0,0,7,0,17,0,0,,,0,3,0,0,3,0,,15,0,0,0,0,13,,0,,0
Bangladesh,16707,38,4,89,12,868,39,321,37,25,693,469,0,4,,159,40,6,46,13,17,,318,247,862,69,3,23,0,9,80,23,1167,19,8727,109,0,103,55,33,517,0,,14,3,45,679,0,11,,,611,63,12,16,0
Barbados,455,0,0,4,3,15,,8,,0,60,13,0,,0,,,0,0,3,0,0,21,24,,,,,0,0,,0,31,0,190,11,,,0,0,23,0,,,0,0,17,0,5,0,,4,,0,,0
Belarus,1964,8,4,11,,239,48,47,7,8,129,47,0,7,,126,12,0,,,3,3,58,129,20,45,0,10,,5,10,4,120,5,444,31,0,30,3,24,82,0,,12,3,15,33,0,0,8,0,44,91,3,26,0
Belgium,567,3,0,9,,90,8,5,0,4,50,25,0,,,11,,3,4,3,5,4,14,19,14,6,,,0,0,4,,33,,104,17,0,13,4,6,10,0,4,5,0,5,30,,0,3,,21,9,,7,0
Belize,905,4,0,6,4,287,0,,0,0,86,17,0,0,0,114,8,,,,9,0,7,,4,5,0,4,0,0,10,,24,0,151,5,0,5,,10,8,0,,,0,3,92,0,0,3,0,10,11,0,,
Benin,462,,0,4,4,7,5,3,,5,9,31,0,0,0,54,16,3,0,8,0,0,78,7,6,16,0,,0,28,0,3,11,0,43,19,3,6,,,32,0,0,5,0,,24,0,0,,,14,4,0,3,0
Bermuda,71,3,0,0,,3,,0,0,0,15,7,0,,0,,0,0,0,0,0,0,,3,,,0,0,0,0,,,3,0,8,,0,,0,0,,0,,0,0,,8,0,0,0,,,,0,0,0
Bhutan,10137,0,40,525,0,216,439,10,0,0,108,631,0,0,190,328,0,181,71,257,0,0,200,282,264,96,0,131,0,40,48,340,17,28,773,290,153,439,0,97,1036,0,44,3,84,250,1279,0,0,268,142,389,439,0,9,0
Bolivia,2173,7,0,12,5,235,18,9,,22,352,29,0,0,,43,4,4,5,7,5,,148,52,10,7,4,6,0,6,17,3,71,5,130,19,,20,,10,12,6,75,13,,6,106,0,0,34,0,630,12,,5,0
Bosnia-Herzegovina,878,,0,24,,59,16,23,,3,69,34,0,,18,71,14,36,,28,12,,15,17,32,20,0,64,0,3,12,8,17,,57,19,6,16,0,7,25,,0,,,6,53,0,0,30,5,8,23,0,17,0
Botswana,76,0,0,0,0,5,,0,0,,9,9,0,0,,,,0,0,,,0,6,0,,,0,0,0,,,0,4,0,7,,0,,0,,6,0,0,0,,0,6,0,0,0,0,5,0,0,0,0
Brazil,11763,53,6,92,22,1235,119,399,16,37,2692,515,0,53,20,198,54,28,31,33,56,20,192,1808,151,65,13,47,6,22,82,64,969,25,787,148,6,91,17,37,207,18,51,61,4,50,575,0,,183,16,212,115,6,52,
British Virgin Islands,37,0,0,0,0,,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,0,0,0
Brunei,25,0,0,,0,10,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
Bulgaria,2661,7,9,46,4,297,69,38,10,12,223,100,0,5,6,498,19,10,6,14,15,13,67,146,47,21,4,35,5,,94,7,106,7,226,27,3,39,14,16,56,3,5,22,0,16,80,0,0,16,3,93,73,4,21,
Burkina Faso,433,0,0,11,0,8,8,3,,9,6,25,0,0,0,11,,4,,4,,0,29,,3,,0,0,,13,0,0,34,,149,6,,14,,,24,,,,,0,20,0,0,0,,13,7,7,3,0
Burma,16518,16,,546,7,1223,496,93,3,0,379,732,0,19,51,503,1277,544,324,400,54,9,525,191,431,526,12,231,0,445,16,,176,10,1587,805,8,210,240,127,333,0,9,87,127,274,2340,0,0,205,28,201,393,36,265,0
Burundi,593,0,0,32,0,13,13,,0,0,7,14,0,0,14,19,,28,,29,3,15,14,4,16,,0,9,0,,0,9,3,,35,14,12,16,0,5,35,,10,9,15,21,109,0,0,5,4,37,11,,,0
Cambodia,2745,,,28,9,796,26,26,,0,47,54,0,7,3,40,19,14,7,25,10,27,39,334,27,125,16,10,,,16,27,10,,41,29,,42,5,39,159,0,44,12,,19,214,0,0,17,,102,250,,12,3
Cameroon,4754,44,8,73,24,211,34,17,51,100,72,275,0,0,8,132,22,10,31,32,31,6,1582,165,72,182,7,21,,25,27,11,104,11,153,54,,141,54,13,83,0,,26,,31,516,0,0,10,,199,25,12,39,3
Canada,12800,99,46,391,39,2049,237,195,23,28,1129,336,,84,67,357,106,71,60,70,67,74,185,497,545,221,29,105,50,30,159,60,354,54,1108,309,61,314,66,181,329,9,22,122,27,168,995,0,,118,67,280,686,17,91,8
Cape Verde,1808,,0,0,0,4,,39,0,0,16,3,0,0,0,0,0,0,,0,0,0,,1451,0,0,0,0,0,0,0,0,5,0,6,,,0,,0,5,0,265,0,0,,,0,0,,0,,,0,0,0
Cayman Islands,41,0,0,0,0,3,,,0,0,21,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0
Central African Republic,134,0,0,7,0,4,17,0,0,,4,6,0,0,0,,0,0,0,,0,0,17,8,,0,0,0,,0,,0,9,0,10,0,0,4,0,,3,0,0,0,0,8,8,0,0,10,0,7,0,0,,0
Chad,171,0,0,7,0,,0,,0,3,,9,0,0,0,0,29,,0,,,0,13,,0,,0,,,5,0,0,11,0,43,,0,3,,,,0,0,,0,0,15,0,0,0,0,9,,,0,0
Chile,1853,6,,31,8,231,40,48,5,9,443,48,0,6,6,38,11,6,,6,8,,60,32,9,24,,9,,3,14,0,106,13,175,40,0,14,3,19,44,19,3,4,0,12,142,0,0,55,4,38,42,,9,
China,87016,317,47,687,171,23117,734,734,222,122,1910,1260,118,864,134,2816,561,245,273,302,337,124,1494,2959,1010,578,128,516,49,162,689,126,2503,137,27358,1119,34,1065,276,722,2227,75,134,294,51,510,3365,7,85,298,51,1405,1962,74,431,
Colombia,22635,79,23,119,30,1290,128,443,32,33,8161,813,0,18,22,369,56,19,55,37,83,17,298,693,80,100,26,56,12,44,115,60,2564,45,2805,469,5,130,56,57,338,161,197,250,7,94,1409,4,,96,,397,135,11,82,8
Comoros,8,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Congo DR,2424,16,6,117,,88,89,23,0,4,24,157,0,,62,214,27,44,5,72,7,23,92,73,48,37,,52,0,14,25,22,17,7,120,165,10,49,7,42,63,0,,10,32,25,386,0,0,34,7,49,42,,10,
Congo R,1371,3,,32,0,53,37,15,3,,18,88,0,0,16,124,19,17,8,36,3,9,58,39,24,17,,25,0,22,11,3,11,11,92,122,15,38,3,15,27,0,6,9,9,24,206,0,0,10,6,38,37,,5,
Cook Islands,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Costa Rica,2135,9,0,28,5,172,19,32,3,3,432,80,0,3,3,24,18,,13,9,18,,35,55,26,11,4,17,0,4,20,6,449,7,115,137,,19,5,7,58,10,3,41,0,22,131,0,0,7,,27,28,0,13,0
Cote d'Ivoire,1302,3,0,25,0,40,16,20,11,12,33,86,0,,0,29,13,14,4,3,3,,132,30,16,20,,13,0,12,4,0,50,,357,38,6,33,0,,89,0,13,6,8,7,76,0,0,6,,40,20,,5,0
Croatia,349,,0,5,,53,3,3,,7,30,7,0,,,22,3,3,0,,4,0,8,13,7,,0,4,0,,4,,16,0,64,6,,12,0,,3,0,,,0,3,25,0,0,4,,9,6,0,6,0
Cuba,36452,39,5,267,8,354,71,53,14,9,29700,254,0,0,,120,22,14,59,561,115,4,37,48,99,24,11,180,0,186,690,8,798,104,442,167,0,43,27,81,170,153,0,30,6,108,1137,0,7,13,0,127,61,0,21,
Cyprus,101,0,0,,0,23,,,0,,6,0,0,,0,5,,0,0,,0,0,,3,4,0,,,0,0,,,8,,20,0,0,0,,0,,0,0,,0,0,6,0,0,0,0,3,3,0,,0
Czech Republic,303,,,3,0,60,3,3,,10,39,9,0,,,20,,,,,,,4,7,11,,3,0,,0,5,,11,0,30,9,0,5,,,8,0,,5,0,,12,0,0,,0,7,14,0,,0
Czechoslovakia,466,6,0,3,,69,13,6,0,,79,16,0,,,52,,,,,,,6,10,3,,,,,0,3,0,15,,46,17,0,7,,5,22,0,,3,0,5,14,0,0,5,3,17,6,0,7,
Denmark,459,3,,4,0,97,14,14,0,4,45,16,0,,0,11,6,,,,3,,9,8,8,6,,3,,0,5,0,25,0,42,18,3,4,,8,10,,,4,3,3,32,0,0,,0,10,19,0,5,0
Djibouti,56,0,0,0,0,,,0,0,,,,0,0,0,,0,0,0,0,0,,,,,17,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,8,10,0,0,0
Dominica,287,0,0,0,0,7,0,12,3,,31,11,0,0,0,,0,0,0,0,,,4,9,0,0,0,,0,0,0,0,30,0,75,0,0,0,,0,5,4,0,,0,0,17,0,62,0,0,3,,,0,0
Dominican Republic,46109,18,98,61,7,146,25,779,58,87,3248,236,0,3,,146,96,15,26,18,121,10,436,3889,95,27,23,34,0,18,57,122,7229,6,22154,292,7,156,24,18,2024,2227,1028,57,3,43,285,,341,28,6,180,24,15,59,0
Ecuador,11103,3,4,45,7,515,40,374,20,18,1430,132,0,5,3,385,32,13,14,13,25,11,131,158,25,136,,22,,10,40,8,2221,16,4113,276,,32,20,5,183,22,33,29,0,27,255,7,0,64,0,106,29,7,34,0
Egypt,7778,15,,49,12,1204,28,73,46,16,337,67,0,,,147,57,20,12,26,35,12,98,285,120,86,7,29,,9,13,19,1382,6,1178,156,0,194,19,45,355,4,26,36,,622,344,,,11,,422,108,13,24,
El Salvador,18667,16,7,108,205,6391,133,52,6,241,632,344,0,5,8,173,80,61,85,20,46,8,1472,546,40,92,10,65,,121,310,12,554,23,1883,330,0,38,20,43,94,8,46,21,30,65,2435,0,0,90,0,1524,122,19,29,
Equatorial Guinea,13,0,0,0,,3,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Eritrea,2102,17,0,50,0,312,87,6,0,51,25,88,0,,10,58,33,30,4,7,5,0,150,33,14,53,0,33,,5,63,0,22,4,63,45,0,80,11,9,31,0,12,5,64,24,168,,0,20,0,139,254,,12,0
Estonia,191,,0,,,23,,7,0,0,25,,0,,0,12,,,0,0,,0,8,6,,,0,0,0,0,,0,15,0,34,6,0,3,0,0,3,0,0,4,0,4,5,0,0,0,,5,7,0,5,0
Ethiopia,13793,56,12,180,11,1299,659,31,,545,189,779,0,8,39,305,142,90,113,121,32,21,1334,325,148,968,13,161,20,53,484,11,112,16,307,224,9,318,45,200,283,,18,32,136,270,987,,,59,14,1426,1045,20,102,11
Falkland Islands,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,1041,0,,13,0,808,5,,0,0,7,4,0,8,0,4,,,,0,0,0,0,3,0,5,0,,0,0,7,0,9,,13,,,4,,29,3,0,,0,0,4,6,0,0,4,0,,90,,0,0
Finland,363,,,18,,93,3,3,,,39,,0,,,8,5,,0,,0,,13,11,10,3,0,0,0,0,5,,11,,26,11,0,4,0,6,5,0,,,0,0,44,0,0,4,0,9,14,0,0,0
France,3653,13,,43,6,804,33,54,6,30,398,72,,13,10,127,24,9,8,6,26,14,104,135,47,38,4,25,,3,27,7,139,14,667,56,0,27,12,28,93,11,16,29,,22,231,0,7,22,3,63,84,5,31,
French Polynesia,21,0,0,0,0,5,0,0,0,0,,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Gabon,204,0,,9,,5,4,4,,0,,23,0,0,0,13,4,0,0,7,0,0,13,6,5,,0,3,0,,,0,,4,24,11,,7,0,0,5,0,,,0,0,33,0,0,,0,4,4,0,0,
Gambia,972,0,6,4,0,21,4,7,0,,11,129,0,0,0,4,4,,7,21,,0,68,9,16,35,,5,0,,0,0,10,,259,49,0,27,,4,16,0,19,,0,13,45,0,0,4,0,10,119,0,35,0
Georgia,1490,,,,,170,15,44,5,4,55,21,0,0,,25,11,5,3,4,6,0,36,23,7,3,0,3,0,0,4,,159,,658,8,0,26,0,5,91,,4,0,0,,25,0,0,6,,29,16,,3,0
Germany,6125,88,27,125,13,959,117,76,16,36,614,246,0,42,17,183,58,23,53,58,45,17,119,166,173,47,23,66,24,10,49,14,208,40,656,186,6,120,33,70,184,10,13,112,8,50,399,,,31,9,218,159,18,80,6
Ghana,8798,14,6,44,11,213,175,231,71,16,164,512,0,3,6,313,30,31,20,49,15,,680,537,73,163,15,40,5,23,24,9,873,12,1913,216,14,528,54,26,244,0,41,32,6,65,375,,,22,11,717,82,19,45,5
Gibraltar,5,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Greece,949,3,,14,,93,6,25,6,4,77,10,0,,0,54,8,4,,0,,3,34,75,25,5,,4,0,3,11,7,59,,225,12,,35,,4,42,0,4,5,0,4,37,0,0,0,,13,10,,9,0
Grenada,579,,3,,,6,,3,0,,21,12,0,0,0,,0,0,0,0,,0,24,12,,0,0,0,0,0,,0,29,0,396,5,0,3,,0,13,0,,3,0,,19,0,4,0,0,8,0,,0,0
Guam,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,11092,108,7,148,59,4053,130,146,21,34,838,312,0,4,12,353,55,86,59,29,33,7,306,365,44,57,22,85,,214,169,7,474,22,625,159,3,49,47,149,108,13,268,37,35,110,644,0,0,102,0,299,140,,34,8
Guinea,1555,9,0,10,3,21,7,15,6,5,8,91,0,0,0,25,32,6,3,10,0,0,102,64,27,49,0,5,,0,,,61,,693,13,0,59,,3,100,0,8,,0,17,27,0,0,,,37,18,0,9,0
Guinea-Bissau,29,0,0,0,,,0,4,0,0,3,,0,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0
Guyana,6599,5,0,3,,49,,101,21,15,480,135,0,0,0,14,12,,3,7,6,0,157,48,10,87,,5,0,0,,0,617,3,4541,38,0,20,3,,85,,,8,0,4,48,,7,,0,43,7,,0,0
Haiti,22111,13,0,30,,101,41,445,106,5,11446,320,0,3,6,107,47,11,17,41,57,6,268,1916,37,39,3,51,9,5,13,18,1800,3,4054,68,4,42,9,14,486,5,75,18,8,39,79,,81,25,3,75,32,4,22,0
Honduras,6133,21,5,48,25,744,50,54,10,35,1351,155,0,9,8,117,72,27,25,12,235,3,217,128,51,34,12,33,,25,52,4,341,16,645,183,0,26,31,22,59,7,15,34,,63,753,0,,30,,266,38,,31,
Hong Kong,2306,5,0,15,,1067,15,20,3,,50,25,,39,,51,6,6,,3,3,3,30,96,17,6,3,7,4,5,18,9,73,0,363,21,0,13,,22,41,0,0,,,7,109,0,3,12,,23,88,,9,
Hungary,1044,3,,16,,169,17,25,3,,214,18,0,5,,22,7,0,9,6,4,,20,26,11,12,4,4,,3,25,4,81,3,137,26,0,27,,4,18,,,4,0,8,43,0,0,7,,26,12,0,9,0
Iceland,90,,0,,0,15,,,0,,13,3,0,,,,0,,,0,0,,,6,0,,0,0,0,,0,,,0,7,3,0,0,0,,,0,,,4,0,,0,0,0,0,8,,0,0,
India,69013,317,21,988,278,15061,481,1108,362,48,1855,2311,,19,89,4532,643,242,308,269,221,54,1744,2139,1602,767,154,525,18,139,221,231,8341,96,4805,1325,37,1557,281,487,2396,6,78,301,37,613,5907,,6,141,51,2909,2168,54,647,19
Indonesia,2856,10,7,40,16,1091,83,15,4,6,81,76,5,20,,74,10,11,9,14,16,5,51,31,18,27,8,19,3,6,43,55,83,4,211,21,0,38,21,34,124,0,,13,3,12,176,0,4,17,3,54,152,6,22,0
Iran,14822,41,7,289,16,8164,125,53,11,43,386,321,,5,34,289,43,19,47,57,27,19,496,199,135,71,8,63,,18,105,22,175,23,380,106,5,126,91,88,148,4,18,29,,152,1228,0,,105,4,639,330,17,35,
Iraq,21133,59,8,1294,30,5226,220,121,,14,376,342,0,7,192,1297,75,138,61,352,80,136,221,563,3326,216,5,349,5,106,102,84,122,85,667,246,78,386,42,217,442,0,19,36,36,423,1728,0,,263,30,655,501,14,133,0
Ireland,1371,3,4,27,,221,13,35,3,7,70,16,0,5,4,61,11,4,4,8,6,6,22,148,11,14,,8,,,,9,61,3,297,27,3,13,3,11,49,0,6,6,0,7,66,0,0,5,3,28,41,,12,
Israel,3826,9,3,29,,882,30,21,6,8,395,104,0,6,,130,12,12,12,9,29,0,89,130,59,16,6,35,,,64,,255,8,789,65,,62,3,18,101,4,,21,3,38,171,0,7,10,,47,82,7,28,0
Italy,2443,7,,25,3,439,31,46,5,26,343,39,0,18,5,84,23,,5,8,8,3,51,104,39,14,5,20,,,21,7,124,6,455,33,0,37,6,13,93,7,7,9,,4,127,,,11,6,64,38,,12,0
Jamaica,19662,86,,66,10,267,72,1081,80,38,5605,908,,11,,165,44,6,13,17,60,51,634,587,107,52,61,64,,8,28,37,1214,4,6503,178,,109,12,12,605,0,27,127,,40,251,,12,4,25,256,42,18,49,6
Japan,6161,31,12,62,15,1938,66,33,6,18,210,113,37,493,13,160,63,13,21,40,30,4,91,187,123,39,16,45,9,19,61,13,197,19,614,94,7,121,34,95,120,,7,25,13,42,267,,20,44,6,114,280,10,40,6
Jordan,3876,47,,60,8,553,38,14,5,9,247,44,0,,6,419,51,6,28,49,62,4,46,70,183,24,20,61,0,11,12,5,296,14,269,103,5,238,21,32,72,17,,19,,80,358,0,9,11,3,139,40,8,55,0
Kazakhstan,1235,4,5,18,,187,26,15,5,6,83,24,0,3,3,41,7,0,6,6,8,3,35,45,7,17,7,9,,,13,12,58,5,205,19,0,36,11,13,38,0,4,7,,12,69,0,0,4,,57,83,,8,0
Kenya,7762,144,20,156,11,518,125,41,108,8,113,447,0,8,17,93,119,94,197,52,28,86,342,529,81,777,7,243,,68,49,36,334,10,204,231,25,238,57,60,200,0,9,27,31,128,880,,0,90,37,144,470,6,53,7
Kiribati,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N Korea,36,0,0,,0,11,,,0,0,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,
Korea,22824,389,67,197,41,7578,216,188,76,23,356,1521,65,233,19,839,152,58,77,90,67,13,764,376,335,127,17,153,6,33,158,24,1642,35,1864,325,12,250,67,171,481,0,34,53,6,193,1241,7,22,93,6,1109,843,18,88,
Kosovo,670,,,5,0,12,7,32,0,4,21,17,0,0,3,38,,,0,9,,0,7,16,22,6,,10,,0,6,,35,,280,10,0,5,,,21,0,0,,,,44,,0,0,,12,7,0,17,0
Kuwait,973,19,0,40,,150,11,11,,,49,25,0,0,5,66,10,6,,13,15,5,20,34,37,7,6,6,,6,5,5,46,3,64,25,0,50,8,9,19,3,0,7,,18,98,0,0,7,0,20,19,,14,0
Kyrgyzstan,542,,4,5,,69,4,3,,5,31,10,0,,0,20,3,,,6,3,0,10,29,,29,,7,,,,,26,,106,6,0,23,,4,25,0,0,4,0,,12,5,0,,0,22,45,0,,0
Laos,956,,17,5,18,189,3,10,0,0,29,15,0,14,7,17,3,18,24,0,5,,7,18,12,179,0,5,,5,5,4,4,5,15,32,0,11,9,14,13,0,16,,3,14,58,0,0,9,3,18,28,0,88,0
Latvia,426,0,,6,0,52,8,8,,0,42,28,0,0,0,19,7,0,0,3,,4,13,21,5,6,,7,0,,,,22,,62,13,0,5,3,3,19,0,,6,0,,11,0,0,3,0,8,13,,9,4
Lebanon,3295,20,0,65,6,559,21,33,7,5,181,61,0,0,8,102,14,10,21,40,13,6,50,219,685,40,7,17,,4,31,10,136,5,164,41,,105,23,12,75,6,15,20,0,25,280,,0,12,,81,36,6,12,
Lesotho,25,0,0,,0,3,,0,0,,0,,0,0,0,,0,0,0,,0,0,0,3,,,0,,0,0,0,0,3,0,,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Liberia,4151,16,,71,,98,21,49,45,6,54,203,0,,3,72,44,86,5,22,4,,302,156,56,579,0,40,,9,11,7,340,,224,154,24,58,8,24,755,0,143,15,25,36,194,,0,24,0,114,20,,23,0
Libya,357,3,0,5,0,32,31,,5,,26,13,0,0,0,10,5,,0,3,8,,6,8,14,7,0,9,0,,,,17,0,14,4,3,32,9,12,12,0,0,,0,,25,0,0,0,0,14,11,,,0
Liechtenstein,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,936,3,4,,0,59,11,34,,7,77,16,0,0,0,305,4,,6,,,3,22,48,7,12,,,,,13,3,46,,86,18,0,22,,,43,,3,7,0,,12,0,0,3,,15,10,,14,
Luxembourg,24,0,0,,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0
Macau,130,0,0,,0,75,0,0,0,0,,0,0,5,,,,0,0,,0,0,,3,,0,0,0,0,0,,0,,0,15,0,0,0,0,,,0,0,,0,0,9,0,0,,0,,4,0,0,0
Macedonia,1078,,29,22,6,26,4,57,,0,69,4,0,0,0,154,26,12,0,4,0,3,4,9,56,,4,17,0,,10,4,231,,179,3,0,26,,,8,0,0,,0,,36,0,0,3,,14,11,0,32,0
Madagascar,83,,0,,0,7,,0,0,,6,,0,0,0,,0,,0,0,0,0,10,,0,6,0,3,0,0,,0,0,0,9,3,0,3,0,0,0,0,0,0,0,,4,0,0,0,0,16,,0,,
Malawi,123,,0,,0,8,,,0,,,7,0,0,0,,17,0,,0,0,0,13,3,7,0,,,0,,0,,,0,,6,0,5,,,6,0,0,0,0,5,9,0,0,0,0,5,3,,,
Malaysia,2273,12,,40,9,379,34,23,,4,67,102,,9,7,78,102,31,32,19,11,3,65,49,56,23,3,27,,10,11,6,82,5,313,39,,40,36,16,48,0,9,14,0,22,278,0,,10,3,45,73,4,15,
Maldives,,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
Mali,629,0,0,6,0,14,16,4,,6,,23,0,0,,21,10,6,0,4,3,0,74,8,12,4,0,0,0,0,,0,16,0,230,14,0,17,0,3,63,0,9,,0,4,23,0,0,0,0,10,18,,4,0
Malta,51,0,0,,0,6,,0,,0,,,0,0,0,0,0,0,0,0,0,,,,5,,,0,0,0,,0,,0,7,0,0,5,0,0,,0,,0,0,0,,0,0,0,0,,4,0,,0
Marshall Islands,38,0,0,,0,0,,0,0,0,,,0,0,0,,0,0,,,0,,,0,,7,0,0,3,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,0,,0,0,4,0,3,,0,0,0
Mauritania,393,,0,5,,4,17,0,0,0,,4,0,0,0,12,10,,0,20,5,0,8,4,4,0,,13,0,0,,0,,0,92,3,0,130,0,0,24,0,,0,0,13,4,0,0,,0,5,6,0,0,0
Mauritius,101,0,0,,,17,,0,0,0,10,,0,0,0,4,0,0,0,0,,0,,,,4,0,0,0,0,0,0,4,,19,,0,4,0,,4,0,0,,0,,8,0,0,,,8,0,0,0,
Mexico,143446,375,70,8347,946,49774,3372,263,158,53,3434,2763,,53,715,7334,1198,780,1348,382,337,10,450,202,1113,779,265,617,27,911,2444,42,861,1981,1784,1996,19,558,1251,1462,838,81,51,467,42,887,36648,,0,1422,3,802,2446,28,1146,107
Micronesia,9,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
Moldova,2258,28,17,29,,469,43,9,3,,179,46,0,0,8,95,9,,3,3,14,6,42,125,14,52,9,16,6,4,23,,35,,203,103,0,27,7,62,75,,,14,,24,37,0,,4,3,56,326,,10,4
